"Amount" "Sale" "Time" "Quits" "Neuroticism" "Extraversion" "Openness" "Agreeableness" "Conscientiousness"
"243" 33.97 0 0.287727166745596 TRUE 2.77083333333333 3.3125 3.75 3.4375 2.97916666666667
"244" 25.66 0 0.517577556171517 FALSE 2.125 2.39583333333333 3.29166666666667 3.9375 3.70833333333333
"245" 26.19 1 0.916180361309734 TRUE 2.375 3.52083333333333 3.25 3.35416666666667 3.64583333333333
"246" 24.21 0 0.767804924816418 FALSE 1.91666666666667 3.25 3.64583333333333 3.41666666666667 3.58333333333333
"247" 33.05 0 0.319266895357702 TRUE 3.02083333333333 2.625 3.70833333333333 3.29166666666667 3.52083333333333
"248" 43.65 1 0.20797421987897 TRUE 3.6875 2.95833333333333 3.20833333333333 3.41666666666667 2.85416666666667
"249" 34.68 1 0.521560352004366 TRUE 3 3.35416666666667 3.125 3.29166666666667 3.22916666666667
"250" 33.47 0 0.509931455280046 TRUE 2.85416666666667 3.29166666666667 3.75 3.29166666666667 3.27083333333333
"251" 32.46 1 0.561723987718486 TRUE 2.625 3.29166666666667 3.89583333333333 3.29166666666667 3.25
"252" 28.77 1 0.732013383304417 FALSE 2.625 3.64583333333333 3.77083333333333 3.52083333333333 3.83333333333333
"253" 33.4 0 0.441959538278068 TRUE 3.08333333333333 3.64583333333333 3.375 3.47916666666667 3.8125
"254" 42.16 0 0.383063252801934 TRUE 3.95833333333333 2.79166666666667 4.08333333333333 3.41666666666667 3.375
"255" 30.96 1 0.622218266700549 TRUE 2.58333333333333 3.625 3.47916666666667 3.27083333333333 3.35416666666667
"256" 30.55 1 0.56672427058787 TRUE 2.64583333333333 3.97916666666667 4.0625 3.10416666666667 3.25
"257" 33.61 1 0.429464588871256 TRUE 3.04166666666667 3.25 3.16666666666667 3.4375 3.125
"258" 33.79 1 0.751356954302957 TRUE 2.91666666666667 3.4375 3.60416666666667 3.35416666666667 3.05625
"259" 35.81 0 0.525710582371918 TRUE 2.95833333333333 3.375 3.29166666666667 3.16666666666667 3.29166666666667
"260" 37.9 0 0.736638408066648 TRUE 3.20833333333333 3.52083333333333 4.08333333333333 3.89583333333333 3.16666666666667
"261" 26.58 1 1.12645584335295 TRUE 2.29166666666667 4.27083333333333 3.75 3.83333333333333 3.625
"262" 27.97 1 1.11276311153746 TRUE 2 3.54166666666667 4.14583333333333 3.625 3.0625
"263" 29.48 1 0.67540943555027 TRUE 2.6875 3.91666666666667 4.16666666666667 3.66666666666667 3.75
"264" 35.84 1 0.918970953934994 TRUE 3.10416666666667 3.3125 3.75 3.52083333333333 3.25
"265" 32.29 1 0.0070100031240156 TRUE 2.6875 3.41666666666667 4.525 3.91666666666667 3.47916666666667
"266" 36.63 1 1.13081014361431 FALSE 3.02083333333333 3.20833333333333 3.83333333333333 3.4375 2.75
"267" 35.13 1 0.906172354138625 TRUE 3 3.8125 4.14583333333333 3.89583333333333 3.39583333333333
"268" 35.4 0 0.873216682216429 TRUE 2.75 3.625 3.22916666666667 3.4375 2.8125
"269" 25.02 1 0.723331303118065 TRUE 2.33333333333333 3.97916666666667 3.89583333333333 3.60416666666667 3.97916666666667
"270" 37.2 0 0.567621188344732 TRUE 2.9375 3.41666666666667 3.58333333333333 3.85416666666667 2.60416666666667
"271" 31.99 1 0.733321318379056 FALSE 2.8125 2.66666666666667 3.20833333333333 3.0625 3.39583333333333
"272" 37.83 0 0.657478866712193 TRUE 3.04104166666667 3.14583333333333 2.97916666666667 3.22916666666667 2.77083333333333
"273" 32.45 1 0.497882076484736 TRUE 2.4375 3.875 4 3.6875 2.95833333333333
"274" 35.26 1 0.894214079092567 FALSE 3.125 3.625 3.77083333333333 3.89583333333333 3.125
"275" 29.87 1 0.561949072477274 FALSE 2.60416666666667 3.47916666666667 3.188125 3.35416666666667 3.60416666666667
"276" 25.44 1 0.974255679822625 TRUE 2.22916666666667 4.125 4.45833333333333 4.14583333333333 3.8125
"277" 38.68 1 0.507074767189185 TRUE 3.14583333333333 2.9375 3.79166666666667 2.95833333333333 2.72916666666667
"278" 32.43 1 1.22189034885843 TRUE 2.85416666666667 3.64583333333333 3.33333333333333 3.10416666666667 3.5
"279" 45.05 0 0.103560191784473 TRUE 3.5625 2.77083333333333 3.54166666666667 2.9375 2.625
"280" 35.13 0 1.02794620011905 TRUE 2.79166666666667 3.64583333333333 4.1875 3.08333333333333 3.22916666666667
"281" 34.13 0 0.765840006974563 TRUE 2.95833333333333 3.70833333333333 4.25 2.97916666666667 3.39583333333333
"282" 33.48 0 0.2672335476441 FALSE 2.625 3.04166666666667 3.72916666666667 3.41666666666667 3.08333333333333
"283" 40.2 1 0.294762428303556 TRUE 2.85416666666667 3.29166666666667 3.89583333333333 2.54166666666667 2.54166666666667
"284" 33.67 0 0.341551011580637 TRUE 3.02083333333333 3.60416666666667 3.20833333333333 2.77083333333333 3.35416666666667
"285" 30.63 1 0.625259774339648 TRUE 2.58333333333333 3.6875 3.45833333333333 3.47916666666667 3.25
"286" 34.64 1 0.70143189499265 FALSE 3.14583333333333 3.83333333333333 3.58333333333333 2.70833333333333 3.375
"287" 26.72 0 0.79974966165817 TRUE 2.5625 3.39583333333333 3.0625 3.9375 3.70833333333333
"288" 28.8 1 0.68276717792998 FALSE 2.625 3.3125 3.59458333333333 3.35416666666667 3.5
"289" 30.89 0 1.20930537985538 TRUE 2.625 3.8125 3.52083333333333 3.1875 3.27083333333333
"290" 34.23 0 0.53273388294934 TRUE 2.83333333333333 3.54166666666667 3.27083333333333 3.375 3.1875
"291" 36.11 1 0.208494317301508 TRUE 2.8125 3.375 3.25 3.875 3.04166666666667
"292" 30.42 1 0.521781354170597 TRUE 2.625 3.45833333333333 2.89583333333333 3.45833333333333 3.375
"293" 38.14 0 0.466287903288631 TRUE 3.29166666666667 3.35416666666667 3.8125 3.04166666666667 3.0625
"294" 40.63 0 1.23247046727732 TRUE 3.52083333333333 2.41666666666667 3.0625 3.5625 3
"295" 40.26 1 0.203046913248331 TRUE 2.58333333333333 3.97916666666667 3.66666666666667 3.1875 2.25
"296" 26.51 0 0.682206982247113 FALSE 2.29166666666667 3.79166666666667 3.97916666666667 3.25 3.77083333333333
"297" 25.75 1 0.839221527663896 TRUE 2.08333333333333 3.66666666666667 3.58333333333333 3.45833333333333 3.39583333333333
"298" 32.2 1 1.13773706928412 TRUE 2.41666666666667 3.54166666666667 3.54166666666667 3.54166666666667 2.75
"299" 32.75 0 0.420107788102643 TRUE 2.85416666666667 3.5625 4.04166666666667 3.75 3.22916666666667
"300" 36.78 1 0.0313505772333463 TRUE 3.47916666666667 3.375 4.20833333333333 3.70833333333333 3.5
"301" 32.72 1 0.30748957454749 TRUE 3.35416666666667 3.91666666666667 3.47916666666667 3.16666666666667 3.9375
"302" 37.07 1 0.872740755213744 TRUE 3.35416666666667 3.70833333333333 3.39583333333333 3.5625 3.08333333333333
"303" 26.64 1 1.1317208101535 TRUE 2.3125 3.79166666666667 3.3125 3.66666666666667 3.60416666666667
"304" 40.63 1 0.146119307317768 TRUE 3.22916666666667 2.91666666666667 3.41666666666667 2.9375 2.77083333333333
"305" 38.87 1 0.0211045427489556 TRUE 2.9375 4.22916666666667 3.77 3.6875 2.625
"306" 32.04 1 0.728999378014986 TRUE 3.08625 3.33333333333333 3.20833333333333 3.35604166666667 3.60416666666667
"307" 31 1 0.575069241235923 TRUE 2.47916666666667 4.20833333333333 3.9375 3.95833333333333 3.45833333333333
"308" 31.8 1 0.357699589663154 FALSE 2.39583333333333 3.6875 3.5 3.47916666666667 2.85416666666667
"309" 34.33 1 0.697222868618619 TRUE 3.1875 3.22916666666667 3.47916666666667 4.0625 3.35416666666667
"310" 34.12 1 0.704840620463703 TRUE 2.47916666666667 3.77083333333333 3.25 3.83333333333333 2.64583333333333
"311" 30.66 1 0.399315132366445 TRUE 2.33333333333333 4.1875 3.91666666666667 4.125 3.125
"312" 34.02 1 1.14758511666438 TRUE 2.9375 3.60416666666667 4.125 3.70833333333333 3.54166666666667
"313" 38.24 1 0.161791349480687 TRUE 2.99875 4.125 4.45833333333333 3.10416666666667 2.80770833333333
"314" 33.82 1 0.394296826074602 TRUE 2.35416666666667 3.5625 3.29979166666667 3.79166666666667 2.75
"315" 26.19 0 1.3513353958634 FALSE 2.5 3.52083333333333 3.1875 3.5 3.83333333333333
"316" 31.41 1 0.374630552545668 TRUE 2.47916666666667 3.9375 3.981875 3.5625 3.41666666666667
"317" 41.77 1 0.328411479681625 TRUE 3.54166666666667 3.375 3.66666666666667 3.25 3.08333333333333
"318" 27.23 1 0.561376360033316 TRUE 2.20833333333333 4.16666666666667 3.54166666666667 3.64875 3.35416666666667
"319" 38.88 1 0.634358990722557 TRUE 2.6875 3.66666666666667 3.37291666666667 3.16666666666667 2.4375
"320" 32.55 1 0.339265974545132 TRUE 2.79166666666667 3.6875 3.5 3.375 3.1875
"321" 36.07 0 0.83010042158329 TRUE 3.27083333333333 3.60416666666667 3.10416666666667 3.27083333333333 3.29166666666667
"322" 33.77 1 0.785812698549909 TRUE 2.70833333333333 3.60416666666667 3.16666666666667 3.54166666666667 3.02083333333333
"323" 38.26 1 0.631894395940931 FALSE 3.10416666666667 2.75 3.5625 3.04166666666667 2.6875
"324" 45.47 1 0.0203361279316563 TRUE 3.85708333333333 3.58333333333333 3.95833333333333 3.29354166666667 2.74125
"325" 37.49 0 0.721447060939194 TRUE 2.91666666666667 3.5625 3.625 3.4375 3
"326" 17.03 1 1.05606263790337 FALSE 1.72916666666667 4.0625 3.85416666666667 3.4375 4.29166666666667
"327" 25.01 1 1.05523579331359 TRUE 2.125 3.66666666666667 3.4375 3.5 3.5
"328" 31.74 1 0.715300304280436 TRUE 2.54166666666667 4.1875 3.72916666666667 2.5625 2.95833333333333
"329" 33.36 1 0.403590971194406 TRUE 2.79166666666667 3.52083333333333 3.45833333333333 3.625 3.22916666666667
"330" 42.42 0 0.79536179653139 TRUE 3.6875 3.375 3.54166666666667 3.16666666666667 2.89583333333333
"331" 43.11 0 0.256643021097617 TRUE 2.9375 3.54166666666667 3.72916666666667 3.08333333333333 2.125
"332" 25.8 1 0.762874493404899 FALSE 2.29166666666667 3.6875 3.47916666666667 3.5 3.85416666666667
"333" 27.13 1 1.0441453327648 FALSE 2.89583333333333 2.52083333333333 3.49375 4.0625 4.22916666666667
"334" 32.57 1 0.2581637997442 TRUE 2.52083333333333 3.625 3.6875 4 2.8125
"335" 31.47 0 1.12982396901728 TRUE 2.79166666666667 3.16666666666667 3.0625 3.02083333333333 3.0625
"336" 24.11 0 1.22691332081317 FALSE 2.45833333333333 3.20833333333333 3.20833333333333 3.97916666666667 3.72916666666667
"337" 37.29 0 0.639085534649601 TRUE 3.35416666666667 3.27083333333333 3.60416666666667 3.33333333333333 3.16666666666667
"338" 30.83 0 0.446930053969287 TRUE 2.58333333333333 3.77083333333333 3.89583333333333 3.3125 3.29166666666667
"339" 21.34 1 1.36448632538935 FALSE 1.75 4.22916666666667 3.64583333333333 3.89583333333333 3.70833333333333
"340" 27.13 0 1.05450366729296 FALSE 2.52083333333333 3.6875 3.89583333333333 3.41666666666667 3.72916666666667
"341" 32.69 1 1.01032824587386 TRUE 2.91666666666667 3.35416666666667 3.52083333333333 3.60416666666667 3.625
"342" 26.13 0 0.701918506151642 FALSE 2.3125 3.60416666666667 4.29166666666667 3.85416666666667 3.72916666666667
"343" 41.07 1 0.812418558453043 FALSE 3.75 3.29166666666667 3.89583333333333 4 3.10416666666667
"344" 37.32 1 0.854833049298536 TRUE 2.66666666666667 3.70833333333333 2.95833333333333 3.60416666666667 2.39583333333333
"345" 27.73 1 0.341217274954137 FALSE 2.02083333333333 3.875 3.875 3.25 3.25
"346" 39.83 1 1.62586697706468 TRUE 3 3.3125 4.0625 4.125 2.47916666666667
"347" 34.15 1 0.622117146456163 TRUE 2.8125 3.66020833333333 3.5625 4.16666666666667 3.14583333333333
"348" 30.43 1 1.3074446770033 TRUE 2.77083333333333 4.0625 3.85416666666667 3.72916666666667 3.70833333333333
"349" 24.76 1 0.801692622678222 FALSE 2.20833333333333 4.08333333333333 3.85416666666667 4.20645833333333 3.70833333333333
"350" 35.39 0 0.7191034352219 TRUE 2.85708333333333 3.72916666666667 3.75 3.29354166666667 3.14583333333333
"351" 35.03 1 0.860395658581184 TRUE 3.60416666666667 3.5 3.45833333333333 3.47916666666667 3.58333333333333
"352" 34.23 0 0.872502370021835 TRUE 2.87791666666667 2.97916666666667 3.25 2.98104166666667 3.25
"353" 36.86 1 1.20497300866005 TRUE 3.10416666666667 3.25 3.91666666666667 2.8125 3.0625
"354" 33.82 0 0.675179380938022 TRUE 2.60416666666667 4.22916666666667 4.29166666666667 3.45833333333333 3.25
"355" 35.98 1 1.13405665663319 TRUE 2.95833333333333 3.75 3.22916666666667 3.33333333333333 2.97916666666667
"356" 30.54 0 0.881452038704863 FALSE 3.02083333333333 3.5 3.10416666666667 3.89583333333333 3.83333333333333
"357" 34.1 0 0.61655284659554 TRUE 3.29166666666667 3.35416666666667 3.33333333333333 4.08333333333333 3.85416666666667
"358" 32.83 1 0.603283892564656 TRUE 2.64583333333333 4.1875 3.70833333333333 4.02083333333333 2.97916666666667
"359" 31.12 1 1.50757068824811 TRUE 2.375 3.77083333333333 3.79166666666667 3.39583333333333 3.0625
"360" 30.72 1 1.37897505534278 TRUE 3.0625 3.52083333333333 2.875 3 3.75
"361" 40.8 0 0.439083714051157 TRUE 3.16666666666667 3.0625 3.92229166666667 3.27083333333333 2.66666666666667
"362" 28.23 1 0.689501828892687 TRUE 2.5 3.54166666666667 4.08333333333333 3.83333333333333 3.33333333333333
"363" 29.43 1 0.378950999218797 TRUE 2.5625 3.52083333333333 3.66666666666667 3.5 3.5
"364" 33.17 0 0.405467025428279 TRUE 2.72916666666667 4.02083333333333 4.10416666666667 3.83333333333333 3.27083333333333
"365" 38.55 1 1.93259615446161 TRUE 3.1875 3.66666666666667 3.58333333333333 2.85416666666667 2.97916666666667
"366" 30.12 0 0.332755170886873 FALSE 2.47916666666667 3.60416666666667 3.41666666666667 3.54166666666667 3.33333333333333
"367" 36.37 1 0.220732198709231 TRUE 2.80041666666667 3.625 3.27083333333333 3.35416666666667 2.72916666666667
"368" 40.83 1 0.54589629720284 TRUE 3.0625 3.72916666666667 3.89583333333333 3.04166666666667 2.54166666666667
"369" 31.26 1 0.676567669222425 TRUE 2.60416666666667 3.25 2.91666666666667 3.41666666666667 3.27083333333333
"370" 27.25 1 0.702039946142703 TRUE 2.0625 3.64583333333333 3.625 3.4375 3.1875
"371" 32.18 1 0.352912335902405 TRUE 2.75 3.54166666666667 3.54166666666667 3.04166666666667 3.20833333333333
"372" 30.13 0 0.91187832136404 TRUE 2.58625 3.6875 3.35416666666667 3.626875 3.25
"373" 40.27 1 0.51157093238056 TRUE 3.5 3.47916666666667 3.83333333333333 3.54166666666667 2.89583333333333
"374" 28.74 1 1.36823046329225 TRUE 2.4375 3.83333333333333 3.70833333333333 3.75 3.4375
"375" 44.16 1 0.410880600978134 TRUE 3.33333333333333 3.85416666666667 3.72916666666667 3.4375 2.27083333333333
"376" 37.06 1 1.34265956451801 TRUE 3.54166666666667 3.16666666666667 3.4375 3.375 3.45833333333333
"377" 37.59 1 0.860130204305804 FALSE 2.9375 3.60416666666667 3.83333333333333 3.625 3.1875
"378" 33.53 1 0.187459591219043 TRUE 2.6875 3.45833333333333 3.79166666666667 3.4375 2.97916666666667
"379" 31.09 1 0.249789874219858 TRUE 2.60416666666667 3.41666666666667 4.04166666666667 3.35416666666667 3.22916666666667
"380" 35.85 0 0.286068350873511 TRUE 2.875 4.08333333333333 3.3125 3 2.60416666666667
"381" 31.06 0 0.810209970697627 TRUE 2.20833333333333 3.70833333333333 3.8125 3.5 3.02083333333333
"382" 37.51 1 0.572041665305834 TRUE 3.0625 3.22916666666667 3.41666666666667 3.39583333333333 2.79166666666667
"383" 31.53 1 0.652054089911843 FALSE 2.54166666666667 3.64604166666667 3.625 3.5 3.22916666666667
"384" 36.76 0 0.426104571429327 TRUE 3.02083333333333 3.33333333333333 4.02083333333333 3.20833333333333 2.85416666666667
"385" 31.05 0 0.411713308154334 FALSE 2.54166666666667 3.54166666666667 3.83333333333333 3.6875 3.54166666666667
"386" 42.3 0 0.0955660469046534 TRUE 4.08333333333333 3.4375 4.08333333333333 2.52083333333333 3.375
"387" 32.59 1 0.552276857335945 TRUE 2.875 3.58333333333333 3.91666666666667 3.875 3.41666666666667
"388" 29.19 1 0.574219911445789 TRUE 2.41666666666667 3.4375 3.77083333333333 3.5 3.5625
"389" 38.38 0 0.450065277763619 TRUE 3.22916666666667 3.098125 3.52083333333333 3.4375 2.77083333333333
"390" 42.55 1 0.54722217144699 FALSE 3.60416666666667 3.125 3.39583333333333 3.25 2.6875
"391" 30.55 0 0.308927423562124 TRUE 2.4375 3.375 3.375 3.1875 2.9375
"392" 28.1 1 0.109700278881386 TRUE 2.16666666666667 4.27083333333333 3.16666666666667 3.625 3.1875
"393" 34.26 0 0.6003660006072 TRUE 2.8125 3.45833333333333 3.41666666666667 3.22916666666667 3.14875
"394" 31.37 1 0.396065000522121 TRUE 2.64583333333333 4.16666666666667 4.02083333333333 3.95833333333333 3.25
"395" 27.84 0 0.260657746376495 TRUE 2.5625 3.83333333333333 3.41666666666667 3.39583333333333 3.58333333333333
"396" 33.24 1 0.206830077630062 TRUE 2.85416666666667 3.875 3.79166666666667 3.8125 3.3125
"397" 45.43 0 0.575687809126219 TRUE 3.6875 3.5 3.875 3.41666666666667 2.89583333333333
"398" 29.52 1 0.603774854724877 TRUE 2.58333333333333 3.02083333333333 3.5 3.41666666666667 3.58333333333333
"399" 27.17 0 1.34907664143705 TRUE 2.16666666666667 3.1875 3.29166666666667 3.375 3.35416666666667
"400" 28.81 1 0.795255428398506 FALSE 2.3125 3.54166666666667 3.58333333333333 3.14583333333333 3.45833333333333
"401" 39.48 0 0.705226112120392 FALSE 3.20833333333333 2.919375 2.79104166666667 2.9375 2.875
"402" 32.29 0 1.10090931025224 TRUE 2.95833333333333 3.20833333333333 3.4375 3.72916666666667 3.54166666666667
"403" 41.73 1 0.708668907833797 TRUE 3.77083333333333 3.31520833333333 3.66666666666667 3.54166666666667 3.14583333333333
"404" 27.55 1 1.29783086236331 FALSE 2.77083333333333 3.33333333333333 3.27083333333333 3.5625 3.60416666666667
"405" 25.14 1 0.147418483740236 TRUE 1.83333333333333 3.89583333333333 3.5625 3.25 3.29166666666667
"406" 33.83 0 0.260989625315991 TRUE 3.10416666666667 2.9375 3.89583333333333 3.97916666666667 3.52520833333333
"407" 32.11 0 0.387974873696242 FALSE 2.83333333333333 3.39583333333333 2.95833333333333 2.97916666666667 3.45833333333333
"408" 23.52 1 0.385424743905635 FALSE 2.16666666666667 3.45833333333333 3.5625 3.875 4
"409" 31.84 0 1.64328161889068 FALSE 2.5625 3.47916666666667 3.16666666666667 3.45833333333333 3.1875
"410" 36 1 0.963099183026057 TRUE 2.97916666666667 2.85416666666667 3.0625 3.47916666666667 2.875
"411" 39.29 0 0.383319509776228 TRUE 3.27083333333333 3.14583333333333 3.35416666666667 3.83333333333333 2.83333333333333
"412" 40.56 1 0.527800376130057 TRUE 3.52083333333333 3.04166666666667 3.35416666666667 3.35416666666667 2.75
"413" 38.6 0 0.68519915453725 TRUE 2.75 3.83333333333333 3.8125 2.97916666666667 2.58333333333333
"414" 34.44 1 0.943922696108122 TRUE 2.9375 3.598125 3.5625 3.504375 3.41666666666667
"415" 27.36 0 1.10602783874471 FALSE 2.33333333333333 2.77083333333333 3.4375 2.3125 3.5625
"416" 30.81 1 0.566671351601362 FALSE 2.83333333333333 3.3125 3.5 3.625 3.5625
"417" 31.7 0 0.265515941190427 TRUE 2.52083333333333 3.5 2.89583333333333 3.66666666666667 3.0625
"418" 31.17 1 1.05666369546061 TRUE 2.1875 3.77083333333333 3.95833333333333 3.41666666666667 3.02083333333333
"419" 36.64 1 0.922675158516607 TRUE 2.9375 3.1875 3.60416666666667 3.58333333333333 3
"420" 34.67 0 0.656764017006059 TRUE 2.58333333333333 3.35416666666667 3.6875 3.39583333333333 2.91666666666667
"421" 32.57 1 0.654785338679343 TRUE 2.83333333333333 3.33333333333333 3.60416666666667 3.33333333333333 3.41666666666667
"422" 32.68 0 0.764111384281789 FALSE 2.5 3.04166666666667 3.8125 3.29166666666667 3.22916666666667
"423" 30.13 0 0.503758977843461 FALSE 2.55875 3.29166666666667 3.64583333333333 3.47916666666667 3.47916666666667
"424" 36.17 1 0.303470688916972 TRUE 3.0625 3.41666666666667 3.77083333333333 3.8125 3.125
"425" 32.94 1 0.256341299011212 TRUE 3.0625 3.625 3.64583333333333 3.22916666666667 3.41666666666667
"426" 28.06 0 1.94005485424589 TRUE 2.5 3.6875 3.35416666666667 3.6875 3.8125
"427" 15.02 1 1.02306525252722 TRUE 1.64583333333333 3.95833333333333 3.89583333333333 4.02083333333333 4.41666666666667
"428" 33.49 1 1.11398791181735 TRUE 3 3.41666666666667 3.39583333333333 3.375 3.15958333333333
"429" 30.47 0 0.740499482269459 TRUE 2.64583333333333 3.22916666666667 3.47916666666667 3.375 3.5
"430" 33.05 0 0.720092301369113 TRUE 2.60416666666667 3.1875 3.95833333333333 3.39583333333333 3.22916666666667
"431" 32.62 0 1.14990467325691 TRUE 2.91666666666667 3.64583333333333 3.375 3.375 3.54166666666667
"432" 39.49 1 0.103901198636142 TRUE 3.52083333333333 3.91666666666667 3.91666666666667 3.44708333333333 3.02083333333333
"433" 31.58 1 0.940224158017737 TRUE 2.47916666666667 3.8125 4 3.72916666666667 3.27083333333333
"434" 21.3 1 0.496649386364461 TRUE 2.04166666666667 3.39583333333333 3.16666666666667 2.85416666666667 3.9375
"435" 36.92 1 1.34187529729004 TRUE 3.27083333333333 3.1875 3.16666666666667 3.85416666666667 2.83333333333333
"436" 25.74 0 1.44382760938604 FALSE 2.08333333333333 3.54166666666667 3.3125 2.83333333333333 3.47916666666667
"437" 36.71 1 0.0987489867709524 TRUE 2.47916666666667 3.375 4.08333333333333 3.625 2.47916666666667
"438" 31.43 0 0.467212518657784 TRUE 2.4375 4 4.1875 3.1875 3.375
"439" 32.43 0 0.689055544779765 TRUE 2.85416666666667 2.83333333333333 2.89583333333333 3.5625 3.29166666666667
"440" 28.04 1 1.09271592169145 TRUE 2.45833333333333 3.52083333333333 3.66666666666667 3.47916666666667 3.5625
"441" 30.94 1 0.591033560246409 TRUE 2.77083333333333 3.75 3.33333333333333 3.02083333333333 3.5
"442" 32.41 1 0.412254639459017 TRUE 2.77083333333333 3.47916666666667 3.5625 3.47916666666667 3.33333333333333
"443" 27.95 1 0.950829845403517 TRUE 2.39583333333333 3.5625 3.45833333333333 3.70833333333333 3.33333333333333
"444" 32.88 1 0.682763028635657 TRUE 2.48208333333333 3.5 3.85208333333333 3.251875 2.75
"445" 41.8 1 0.275803771725187 TRUE 3.39583333333333 3 3.41666666666667 3.41666666666667 2.45833333333333
"446" 38.97 0 0.195412237868423 TRUE 3.5 3.47916666666667 3.52083333333333 3.08333333333333 3.35416666666667
"447" 33.48 0 1.12857734666775 TRUE 2.8125 3.625 3.4375 3.27083333333333 3.35416666666667
"448" 36.17 0 1.03294104245132 FALSE 2.625 3.52083333333333 3.60416666666667 3.54166666666667 2.83666666666667
"449" 39.68 1 0.165311246572851 TRUE 3.5 3.1875 3.875 4.125625 3.02083333333333
"450" 38.02 1 0.469729974895081 TRUE 3.33333333333333 3.58333333333333 3.52083333333333 3.55458333333333 3.14583333333333
"451" 34.26 1 0.229038211572781 TRUE 2.83333333333333 3.3125 3.39583333333333 3.47916666666667 3.27083333333333
"452" 47.82 1 0.13652029366346 TRUE 3.83333333333333 3.70833333333333 3.58333333333333 3.00708333333333 2.3125
"453" 31.19 1 0.673858368178683 TRUE 2.70833333333333 3.45833333333333 3.6875 3 3.27083333333333
"454" 33.99 0 0.404109146251547 FALSE 2.66666666666667 3.5 3.5625 3.3125 3.125
"455" 25.13 0 1.05768447688953 TRUE 2.47916666666667 3.64583333333333 3.60416666666667 3.64583333333333 3.70833333333333
"456" 35.49 1 1.61856846954647 TRUE 2.97916666666667 3.54166666666667 3.875 3.27083333333333 3.29166666666667
"457" 36.25 1 0.65033680971898 TRUE 3.25 3.85416666666667 3.83333333333333 3.5625 3.50041666666667
"458" 44.42 1 0.785651448709342 TRUE 3.8125 3.41666666666667 3.25 2.8125 2.79166666666667
"459" 33.73 1 0.716399762271718 TRUE 2.70833333333333 3.41666666666667 3.14583333333333 1.9375 2.97916666666667
"460" 24.14 1 0.712397156251009 TRUE 2.20833333333333 3.6875 3.70833333333333 3.60416666666667 3.67979166666667
"461" 23.34 1 1.03575923806523 TRUE 2.33333333333333 3.08333333333333 4 3.58770833333333 4.08333333333333
"462" 33.88 1 0.601616743636965 TRUE 2.54166666666667 3.5625 3.14583333333333 3.45833333333333 2.89583333333333
"463" 36.01 1 1.37999879993343 TRUE 3.33333333333333 2.8125 2.875 3.04166666666667 3.35416666666667
"464" 33.29 1 0.77702984876261 TRUE 3.1875 3.10416666666667 3.01875 3.69854166666667 3.46833333333333
"465" 30.98 1 0.883209138914812 TRUE 2.66666666666667 3.625 3.6875 3.52083333333333 3.45833333333333
"466" 37.67 0 1.00507752834428 FALSE 3.14583333333333 3.45833333333333 3.29166666666667 3.41666666666667 3.0625
"467" 31.34 1 0.833874762990233 TRUE 2.54166666666667 3.10416666666667 3.83333333333333 3.83333333333333 3.3125
"468" 43.38 1 0.26448239784838 TRUE 3.47916666666667 2.6875 3.33333333333333 2.875 2.64583333333333
"469" 29.51 1 0.46793715117071 TRUE 2.375 4.125 3.66666666666667 3.9375 3.22958333333333
"470" 32.8 0 0.670355433511694 TRUE 2.8125 3.02083333333333 4.02083333333333 3.875 3.20833333333333
"471" 33.31 1 0.505985793853953 TRUE 2.9375 3.60416666666667 3.9375 3.27083333333333 3.35416666666667
"472" 33.34 1 1.1538882934642 TRUE 2.75 3.66666666666667 3.54166666666667 3.16666666666667 3.16666666666667
"473" 50.24 1 0.0297435327882875 TRUE 4.375 3.54166666666667 3.79166666666667 2.97916666666667 2.58333333333333
"474" 39.38 1 0.211295102218536 TRUE 2.9375 3.8125 4.0625 3.29166666666667 2.75
"475" 37.74 0 0.265553310572318 TRUE 3 3.77083333333333 3.77083333333333 3.5625 2.77083333333333
"476" 38.7 0 0.0668983671674582 TRUE 3.625 3.25 3.14583333333333 3.16666666666667 3.25
"477" 28.81 1 0.295916593899239 TRUE 2.33333333333333 3.375 4.20833333333333 4.41666666666667 3.22916666666667
"478" 38.25 0 0.498688392720174 TRUE 2.95833333333333 3.64583333333333 3.58333333333333 3.0625 2.97916666666667
"479" 38.11 0 0.642581499520294 TRUE 3.3125 3.29166666666667 3.77083333333333 3.97916666666667 3.14583333333333
"480" 29.79 0 0.58497106537835 TRUE 2.70833333333333 3.14583333333333 3.625 3.58333333333333 3.77083333333333
"481" 29.67 0 0.53551501731983 TRUE 2.8125 3.60416666666667 3.66666666666667 3.89583333333333 3.625
"482" 40.19 1 0.0776709519910092 TRUE 3.3125 3.4375 3.3125 3.35416666666667 2.89583333333333
"483" 40.67 1 0.433062782582421 TRUE 3.27083333333333 2.875 3.45833333333333 3.35416666666667 2.79166666666667
"484" 34.19 1 0.460586041792114 TRUE 2.58333333333333 3.35416666666667 3.91666666666667 3.75 3
"485" 30.34 0 0.646636794778311 TRUE 2.45833333333333 3.8125 3.72916666666667 3.16666666666667 3.41666666666667
"486" 29.24 1 1.06275037021913 TRUE 2.89583333333333 3.125 3.875 3.6875 3.79166666666667
"487" 36.39 1 1.39484991998633 TRUE 2.91666666666667 3.375 3.77083333333333 3.5625 2.9375
