"EmpID" "Month" "nSales" "TotSales"
"916" 1402 4 19 19859.18
"917" 1402 5 12 12148.76
"918" 1402 6 15 13958.04
"919" 1402 7 23 22020.3
"920" 1402 8 18 19558.52
"921" 1402 9 21 19462.12
"922" 1402 10 18 16921.2
"923" 1402 11 26 25772.15
"924" 1402 12 24 23003.32
"925" 1403 1 10 10765.09
"926" 1403 2 17 17951.44
"927" 1403 3 15 14713.93
"928" 1403 4 16 16050.44
"929" 1403 5 24 23482.75
"930" 1403 6 30 29827.61
"931" 1403 7 19 18853.29
"932" 1403 8 20 20448.53
"933" 1403 9 30 28873.27
"934" 1403 10 29 27762.66
"935" 1403 11 21 20372.38
"936" 1403 12 25 23762.97
"937" 1404 1 20 19876.86
"938" 1404 2 14 14273.49
"939" 1404 3 18 18048.54
"940" 1404 4 24 23431.61
"941" 1404 5 18 18182.55
"942" 1404 6 15 13811.64
"943" 1404 7 25 25738.17
"944" 1404 8 26 26245.38
"945" 1404 9 23 23849.76
"946" 1404 10 30 30208.11
"947" 1404 11 24 23959.11
"948" 1404 12 35 32926.82
"949" 1405 1 17 17370.19
"950" 1405 2 12 11437.38
"951" 1405 3 16 15270.44
"952" 1405 4 23 22126.95
"953" 1405 5 14 14228.14
"954" 1405 6 13 11797.72
"955" 1405 7 25 24051.94
"956" 1405 8 28 26430.73
"957" 1405 9 21 20589.09
"958" 1405 10 25 24721.8
"959" 1405 11 27 26480.9
"960" 1405 12 27 24201.37
"961" 1406 1 18 17764
"962" 1406 2 21 18746.65
"963" 1406 3 33 31953.24
"964" 1406 4 21 21486.61
"965" 1406 5 22 22334.53
"966" 1406 6 13 12619.16
"967" 1406 7 30 26554.14
"968" 1406 8 29 27095.05
"969" 1406 9 23 22261.07
"970" 1406 10 27 25727.68
"971" 1406 11 34 31352.76
"972" 1406 12 28 25267.61
"973" 1407 1 10 10353.85
"974" 1407 2 18 17447.21
"975" 1407 3 20 19812.62
"976" 1407 4 30 27793.78
"977" 1407 5 33 31839.23
"978" 1407 6 28 28445.09
"979" 1407 7 22 22313.2
"980" 1407 8 32 31091.16
"981" 1407 9 27 26088.23
"982" 1407 10 27 26321.95
"983" 1407 11 28 26505.59
"984" 1407 12 39 35584.07
"985" 1500 1 15 15384.15
"986" 1500 2 5 5578.1
"987" 1500 3 17 18066.24
"988" 1500 4 12 11418.42
"989" 1500 5 20 21012.79
"990" 1500 6 14 15747.28
"991" 1500 7 13 13497.57
"992" 1500 8 18 17460.55
"993" 1500 9 10 10353.54
"994" 1500 10 13 14029.72
"995" 1500 11 26 26321.82
"996" 1500 12 17 17127.39
"997" 1501 1 22 21761.33
"998" 1501 2 19 18519.58
"999" 1501 3 21 21572.95
"1000" 1501 4 18 17668.9
"1001" 1501 5 17 17937.62
"1002" 1501 6 22 22440.73
"1003" 1501 7 20 20244.39
"1004" 1501 8 26 27118.94
"1005" 1501 9 23 23571.45
"1006" 1501 10 13 13986.87
"1007" 1501 11 30 30093.81
"1008" 1501 12 31 31882.02
"1009" 1502 1 11 10066.03
"1010" 1502 2 9 8814.11
"1011" 1502 3 18 18712.09
"1012" 1502 4 13 13999.01
"1013" 1502 5 18 18158.4
"1014" 1502 6 13 13017.59
"1015" 1502 7 21 21256.45
"1016" 1502 8 19 20123.82
"1017" 1502 9 19 18485.21
"1018" 1502 10 21 20165.67
"1019" 1502 11 24 25705.82
"1020" 1502 12 31 29959.75
"1021" 1503 1 29 29665.46
"1022" 1503 2 19 19115.86
"1023" 1503 3 12 11379.7
"1024" 1503 4 16 15830.79
"1025" 1503 5 17 16946.54
"1026" 1503 6 14 13239.45
"1027" 1503 7 24 21722.83
"1028" 1503 8 16 16908.75
"1029" 1503 9 23 20573.18
"1030" 1503 10 32 32053.58
"1031" 1503 11 24 23762.08
"1032" 1503 12 32 32732.08
"1033" 1504 1 11 11144.53
"1034" 1504 2 24 23940.44
"1035" 1504 3 21 20484.76
"1036" 1504 4 14 13915.51
"1037" 1504 5 31 29657.71
"1038" 1504 6 18 19584.94
"1039" 1504 7 22 21762.27
"1040" 1504 8 20 20310.11
"1041" 1504 9 22 20999
"1042" 1504 10 35 34175.53
"1043" 1504 11 10 9343.21
"1044" 1504 12 29 29328.01
"1045" 1600 1 11 11139.9
"1046" 1600 2 5 4811.93
"1047" 1600 3 16 16000.32
"1048" 1600 4 17 18052.86
"1049" 1600 5 16 16530.01
"1050" 1600 6 20 20268.25
"1051" 1600 7 17 17483.21
"1052" 1600 8 22 21061.5
"1053" 1600 9 15 14022.07
"1054" 1600 10 14 14952.5
"1055" 1600 11 19 20734.65
"1056" 1600 12 26 26857.94
"1057" 1601 1 13 14453.25
"1058" 1601 2 11 10502.38
"1059" 1601 3 11 11215.21
"1060" 1601 4 17 20025.29
"1061" 1601 5 15 13475.82
"1062" 1601 6 20 21869.01
"1063" 1601 7 23 22456.3
"1064" 1601 8 17 18537.21
"1065" 1601 9 17 16761.29
"1066" 1601 10 22 23179.29
"1067" 1601 11 19 17694.34
"1068" 1601 12 14 14391.86
"1069" 1602 1 16 16708.98
"1070" 1602 2 16 17743.29
"1071" 1602 3 NA NA
"1072" 1602 4 11 10683.07
"1073" 1602 5 20 19919.65
"1074" 1602 6 27 27069.18
"1075" 1602 7 NA NA
"1076" 1602 8 21 21243.56
"1077" 1602 9 22 22277.87
"1078" 1602 10 24 23604.93
"1079" 1602 11 29 28191.7
"1080" 1602 12 21 23678.43
"1081" 1603 1 14 14070.81
"1082" 1603 2 17 17291.86
"1083" 1603 3 21 21587.71
"1084" 1603 4 12 11275.73
"1085" 1603 5 22 21644.51
"1086" 1603 6 19 18327.73
"1087" 1603 7 25 25326.88
"1088" 1603 8 21 20612.77
"1089" 1603 9 25 25100.01
"1090" 1603 10 29 27256.63
"1091" 1603 11 20 18728.68
"1092" 1603 12 23 21729.75
"1093" 1604 1 20 18938.92
"1094" 1604 2 21 20669.26
"1095" 1604 3 22 21348.04
"1096" 1604 4 22 21506.43
"1097" 1604 5 21 21469.62
"1098" 1604 6 27 27403.7
"1099" 1604 7 23 23051.07
"1100" 1604 8 28 27179.31
"1101" 1604 9 26 24404.2
"1102" 1604 10 23 21516.08
"1103" 1604 11 31 28438.81
"1104" 1604 12 31 31196.78
"1105" 1605 1 18 15931.95
"1106" 1605 2 15 14953.98
"1107" 1605 3 21 19721.64
"1108" 1605 4 18 17717.15
"1109" 1605 5 12 11381.16
"1110" 1605 6 25 23099.52
"1111" 1605 7 28 25666.63
"1112" 1605 8 26 26148.75
"1113" 1605 9 20 20108.94
"1114" 1605 10 13 12593.35
"1115" 1605 11 37 35344.85
"1116" 1605 12 34 32168.38
"1117" 1606 1 15 13987.66
"1118" 1606 2 16 16102.18
"1119" 1606 3 21 20173.54
"1120" 1606 4 20 19572.73
"1121" 1606 5 23 21938.61
"1122" 1606 6 30 29126.28
"1123" 1606 7 35 33671.64
"1124" 1606 8 31 30218.11
"1125" 1606 9 29 26983.15
"1126" 1606 10 35 32655.13
"1127" 1606 11 23 21362.12
"1128" 1606 12 33 30910.33
"1129" 1700 1 14 13999.19
"1130" 1700 2 15 15776.05
"1131" 1700 3 17 18023.48
"1132" 1700 4 16 16544.73
"1133" 1700 5 16 14676.6
"1134" 1700 6 8 7766.82
"1135" 1700 7 12 12348.44
"1136" 1700 8 16 16938.05
"1137" 1700 9 17 17960.38
"1138" 1700 10 18 18373.9
"1139" 1700 11 25 25698.94
"1140" 1700 12 30 30356.85
"1141" 1701 1 12 12381.79
"1142" 1701 2 8 8154.32
"1143" 1701 3 14 13988.49
"1144" 1701 4 21 21815.4
"1145" 1701 5 13 13735.19
"1146" 1701 6 24 24915.74
"1147" 1701 7 21 21757.8
"1148" 1701 8 20 21467.26
"1149" 1701 9 22 22408.99
"1150" 1701 10 13 12390.54
"1151" 1701 11 16 14624.16
"1152" 1701 12 25 24648.99
"1153" 1702 1 17 16968.26
"1154" 1702 2 NA NA
"1155" 1702 3 19 19133.07
"1156" 1702 4 21 21046.09
"1157" 1702 5 21 20843.26
"1158" 1702 6 27 28884.5
"1159" 1702 7 18 18835.27
"1160" 1702 8 15 13863.83
"1161" 1702 9 35 34923.95
"1162" 1702 10 22 22377.83
"1163" 1702 11 27 26914.82
"1164" 1702 12 29 27446.02
"1165" 1703 1 17 17387.07
"1166" 1703 2 8 8008.9
"1167" 1703 3 16 14601.72
"1168" 1703 4 22 21655.31
"1169" 1703 5 13 13380.53
"1170" 1703 6 24 22459.65
"1171" 1703 7 19 18957.79
"1172" 1703 8 20 19887.02
"1173" 1703 9 27 27252.48
"1174" 1703 10 27 26383.07
"1175" 1703 11 32 30234.77
"1176" 1703 12 26 25712.3
"1177" 1704 1 17 16101.08
"1178" 1704 2 25 25240.6
"1179" 1704 3 NA NA
"1180" 1704 4 18 16997.32
"1181" 1704 5 30 31270.35
"1182" 1704 6 22 20673.88
"1183" 1704 7 22 21283.3
"1184" 1704 8 32 30382.26
"1185" 1704 9 28 25411.59
"1186" 1704 10 21 19200.27
"1187" 1704 11 23 22680.11
"1188" 1704 12 28 26815.16
"1189" 1800 1 9 9825.27
"1190" 1800 2 11 11067.8
"1191" 1800 3 8 8823.82
"1192" 1800 4 12 12209.49
"1193" 1800 5 12 10484.88
"1194" 1800 6 12 11497.7
"1195" 1800 7 13 13600.35
"1196" 1800 8 16 15878.47
"1197" 1800 9 15 15388.88
"1198" 1800 10 15 14639.32
"1199" 1800 11 22 22382.75
"1200" 1800 12 18 17524.24
"1201" 1801 1 8 8451.51
"1202" 1801 2 7 6328.9
"1203" 1801 3 10 9890.35
"1204" 1801 4 6 5880.46
"1205" 1801 5 15 15346.03
"1206" 1801 6 16 16858.07
"1207" 1801 7 13 13449.04
"1208" 1801 8 13 12755.92
"1209" 1801 9 24 24696.25
"1210" 1801 10 16 16516.15
"1211" 1801 11 26 25539.45
"1212" 1801 12 23 22920.22
"1213" 1802 1 6 6030.26
"1214" 1802 2 11 11563.96
"1215" 1802 3 14 13949.68
"1216" 1802 4 8 7911.75
"1217" 1802 5 23 20361.61
"1218" 1802 6 13 13681.31
"1219" 1802 7 10 10450.25
"1220" 1802 8 11 11918.37
"1221" 1802 9 21 21123.44
"1222" 1802 10 12 9633.07
"1223" 1802 11 24 24302.09
"1224" 1802 12 20 20992.59
"1225" 1803 1 12 12095.97
"1226" 1803 2 13 12819.95
"1227" 1803 3 15 14928.56
"1228" 1803 4 11 11584.74
"1229" 1803 5 16 17995.78
"1230" 1803 6 19 17965.34
"1231" 1803 7 16 15020.26
"1232" 1803 8 17 16893.16
"1233" 1803 9 15 15232.07
"1234" 1803 10 25 23626.77
"1235" 1803 11 15 13646.85
"1236" 1803 12 30 29194.04
"1237" 1804 1 14 13518.61
"1238" 1804 2 11 11007.42
"1239" 1804 3 10 9184.67
"1240" 1804 4 17 16337.25
"1241" 1804 5 17 15350.18
"1242" 1804 6 15 14878.22
"1243" 1804 7 16 15881.72
"1244" 1804 8 18 16584.45
"1245" 1804 9 18 17133.42
"1246" 1804 10 18 16859.49
"1247" 1804 11 19 19090.52
"1248" 1804 12 17 17679.86
"1249" 1805 1 16 15079.95
"1250" 1805 2 6 4890.33
"1251" 1805 3 15 13610.9
"1252" 1805 4 20 20533.21
"1253" 1805 5 26 27340.59
"1254" 1805 6 16 14436.84
"1255" 1805 7 23 20991.94
"1256" 1805 8 19 17879.07
"1257" 1805 9 23 21964.53
"1258" 1805 10 20 18982.68
"1259" 1805 11 25 25294.67
"1260" 1805 12 22 21149
"1261" 1806 1 16 15502.84
"1262" 1806 2 10 9110.41
"1263" 1806 3 14 12314.76
"1264" 1806 4 24 22972.49
"1265" 1806 5 24 21741
"1266" 1806 6 15 14837.04
"1267" 1806 7 22 21018.02
"1268" 1806 8 18 16142.46
"1269" 1806 9 32 29590.36
"1270" 1806 10 20 18633.82
"1271" 1806 11 21 20216.64
"1272" 1806 12 28 23959.78
"1273" 1807 1 11 10253.06
"1274" 1807 2 13 12930.62
"1275" 1807 3 13 12468.46
"1276" 1807 4 15 14609.55
"1277" 1807 5 18 17337.01
"1278" 1807 6 21 20678.15
"1279" 1807 7 24 20931.4
"1280" 1807 8 21 18975.91
"1281" 1807 9 21 19037.16
"1282" 1807 10 14 12619.69
"1283" 1807 11 29 28385.46
"1284" 1807 12 33 31505.6
"1285" 1900 1 12 13535.97
"1286" 1900 2 15 13658.86
"1287" 1900 3 13 12734.57
"1288" 1900 4 18 19662.26
"1289" 1900 5 14 14412.33
"1290" 1900 6 18 18950.49
"1291" 1900 7 21 19563.48
"1292" 1900 8 20 19993.88
"1293" 1900 9 19 20279.34
"1294" 1900 10 17 17491.58
"1295" 1900 11 15 15562.55
"1296" 1900 12 35 38315.61
"1297" 1901 1 23 24277.94
"1298" 1901 2 16 15489.88
"1299" 1901 3 22 22832.84
"1300" 1901 4 28 27505.72
"1301" 1901 5 22 23094.86
"1302" 1901 6 18 18264.97
"1303" 1901 7 20 20511.78
"1304" 1901 8 21 21564.03
"1305" 1901 9 17 15395.99
"1306" 1901 10 26 26520.47
"1307" 1901 11 17 16137.67
"1308" 1901 12 24 24924.91
"1309" 1902 1 18 16764.52
"1310" 1902 2 17 16189.16
"1311" 1902 3 32 33771.09
"1312" 1902 4 21 20631.19
"1313" 1902 5 13 12972.07
"1314" 1902 6 19 19810.72
"1315" 1902 7 25 24919.5
"1316" 1902 8 18 18552.32
"1317" 1902 9 29 29171.03
"1318" 1902 10 24 24315.8
"1319" 1902 11 24 23612.74
"1320" 1902 12 20 20299.46
"1321" 1903 1 9 8621.6
"1322" 1903 2 20 20142.46
"1323" 1903 3 19 19397.28
"1324" 1903 4 NA NA
"1325" 1903 5 16 16439.01
"1326" 1903 6 24 24735.96
"1327" 1903 7 21 19658.48
"1328" 1903 8 21 20766.16
"1329" 1903 9 29 28417.35
"1330" 1903 10 25 23718.85
"1331" 1903 11 27 26125.66
"1332" 1903 12 25 24932.77
"1333" 1904 1 17 17114.85
"1334" 1904 2 29 27602.32
"1335" 1904 3 16 15271.36
"1336" 1904 4 23 21912.7
"1337" 1904 5 25 24055.76
"1338" 1904 6 17 17503.43
"1339" 1904 7 26 25062.26
"1340" 1904 8 32 32107.77
"1341" 1904 9 24 23671.6
"1342" 1904 10 31 27799.98
"1343" 1904 11 34 33394.47
"1344" 1904 12 29 27436.72
"1345" 1905 1 21 20957.72
"1346" 1905 2 12 11671.82
"1347" 1905 3 24 23401.89
"1348" 1905 4 18 18825.23
"1349" 1905 5 25 24078.41
"1350" 1905 6 21 18936.1
"1351" 1905 7 28 26113.3
"1352" 1905 8 22 21228.75
"1353" 1905 9 24 22724.91
"1354" 1905 10 23 22351.12
"1355" 1905 11 30 31028.69
"1356" 1905 12 34 34463.62
"1357" 1906 1 11 9792.93
"1358" 1906 2 28 26868.6
"1359" 1906 3 20 18485.91
"1360" 1906 4 18 17843.95
"1361" 1906 5 18 18939.62
"1362" 1906 6 25 23599.63
"1363" 1906 7 28 28183.92
"1364" 1906 8 22 20041.79
"1365" 1906 9 18 17291.88
"1366" 1906 10 21 21941.78
"1367" 1906 11 25 23843.19
"1368" 1906 12 34 32423.38
"1369" 1907 1 22 22200.54
"1370" 1907 2 18 17217.46
"1371" 1907 3 16 14769.91
"1372" 1907 4 31 30723.12
"1373" 1907 5 22 20730.46
"1374" 1907 6 17 17226.79
"1375" 1907 7 25 24107.8
"1376" 1907 8 22 20429
"1377" 1907 9 26 24337.2
"1378" 1907 10 37 33903.33
"1379" 1907 11 28 25961.53
"1380" 1907 12 26 24438.43
"1381" 1908 1 29 26867.57
"1382" 1908 2 17 15460.29
"1383" 1908 3 31 29630.67
"1384" 1908 4 23 22428.81
"1385" 1908 5 24 22657.11
"1386" 1908 6 18 17889.53
"1387" 1908 7 33 28854.28
"1388" 1908 8 25 24132.21
"1389" 1908 9 22 19729.49
"1390" 1908 10 26 22981.09
"1391" 1908 11 30 27522.78
"1392" 1908 12 29 26736.41
"1393" 2000 1 11 11643.27
"1394" 2000 2 16 15678.32
"1395" 2000 3 17 17651.49
"1396" 2000 4 23 24943.54
"1397" 2000 5 10 10046.63
"1398" 2000 6 20 18926.67
"1399" 2000 7 20 20731.28
"1400" 2000 8 20 20246.63
"1401" 2000 9 20 19931.29
"1402" 2000 10 26 26411.18
"1403" 2000 11 NA NA
"1404" 2000 12 18 19172.35
"1405" 2001 1 17 18122.21
"1406" 2001 2 10 9695.83
"1407" 2001 3 17 16549.17
"1408" 2001 4 19 19958.51
"1409" 2001 5 16 16954.74
"1410" 2001 6 18 18134.58
"1411" 2001 7 22 22252.44
"1412" 2001 8 19 18453.86
"1413" 2001 9 19 20228.12
"1414" 2001 10 28 28679.6
"1415" 2001 11 30 28360.24
"1416" 2001 12 20 20198.39
"1417" 2002 1 14 13931.45
"1418" 2002 2 9 9361.34
"1419" 2002 3 17 18477.64
"1420" 2002 4 16 17339.29
"1421" 2002 5 14 15007.71
"1422" 2002 6 14 13717.58
"1423" 2002 7 14 13464.17
"1424" 2002 8 21 20145.63
"1425" 2002 9 23 22443.98
"1426" 2002 10 23 23827.33
"1427" 2002 11 28 27524.69
"1428" 2002 12 25 24735.41
"1429" 2003 1 22 22363.16
"1430" 2003 2 23 23288.59
"1431" 2003 3 17 16922.21
"1432" 2003 4 21 20435.36
"1433" 2003 5 13 12482.09
"1434" 2003 6 20 20315.99
"1435" 2003 7 29 28575.65
"1436" 2003 8 13 13290.19
"1437" 2003 9 32 31186.3
"1438" 2003 10 23 22834.95
"1439" 2003 11 29 30856.35
"1440" 2003 12 25 23788.94
"1441" 2004 1 NA NA
"1442" 2004 2 16 15062.34
"1443" 2004 3 23 21654.26
"1444" 2004 4 21 18987.36
"1445" 2004 5 14 14496.76
"1446" 2004 6 27 26173.28
"1447" 2004 7 30 28801.94
"1448" 2004 8 23 21894.09
"1449" 2004 9 23 23582.77
"1450" 2004 10 29 30325.65
"1451" 2004 11 36 33851.62
"1452" 2004 12 36 34159.04
"1453" 2100 1 15 15781.02
"1454" 2100 2 13 14238.36
"1455" 2100 3 8 8154.6
"1456" 2100 4 7 7041.34
"1457" 2100 5 22 22174.1
"1458" 2100 6 18 18647.63
"1459" 2100 7 11 11172.03
"1460" 2100 8 17 16363.37
"1461" 2100 9 17 16421.59
"1462" 2100 10 15 14905.03
"1463" 2100 11 25 25234.18
"1464" 2100 12 22 21360.7
"1465" 2101 1 5 5081.41
"1466" 2101 2 18 18760.4
"1467" 2101 3 11 11005.81
"1468" 2101 4 9 9010.99
"1469" 2101 5 11 10285.55
"1470" 2101 6 19 19597.28
"1471" 2101 7 19 20988.64
"1472" 2101 8 16 17563.93
"1473" 2101 9 15 15858.63
"1474" 2101 10 21 21519.69
"1475" 2101 11 26 25023.98
"1476" 2101 12 28 30862.34
"1477" 2102 1 6 5288.94
"1478" 2102 2 12 12242.69
"1479" 2102 3 20 22307.74
"1480" 2102 4 12 11917.36
"1481" 2102 5 16 15981.41
"1482" 2102 6 19 17341.68
"1483" 2102 7 20 20095.24
"1484" 2102 8 23 24144.4
"1485" 2102 9 26 25914.96
"1486" 2102 10 25 24107.45
"1487" 2102 11 18 17216.04
"1488" 2102 12 25 26012.82
"1489" 2103 1 11 11476.68
"1490" 2103 2 12 13153.03
"1491" 2103 3 15 15936.25
"1492" 2103 4 15 13565.39
"1493" 2103 5 17 16549.56
"1494" 2103 6 NA NA
"1495" 2103 7 25 23918.75
"1496" 2103 8 24 22921.26
"1497" 2103 9 13 13343.16
"1498" 2103 10 25 25560.37
"1499" 2103 11 28 27107.31
"1500" 2103 12 26 25761.8
"1501" 2104 1 16 16939.84
"1502" 2104 2 15 13433.66
"1503" 2104 3 19 19135.9
"1504" 2104 4 17 16583.05
"1505" 2104 5 16 14404.05
"1506" 2104 6 20 19885.69
"1507" 2104 7 37 38439.11
"1508" 2104 8 18 15700.5
"1509" 2104 9 23 23037.59
"1510" 2104 10 20 19396.94
"1511" 2104 11 16 16131.99
"1512" 2104 12 29 26990.63
"1513" 2200 1 17 16756.07
"1514" 2200 2 19 20470.88
"1515" 2200 3 11 10910.48
"1516" 2200 4 14 15255.32
"1517" 2200 5 13 13388.38
"1518" 2200 6 25 25938.89
"1519" 2200 7 22 22225.81
"1520" 2200 8 19 18577.54
"1521" 2200 9 22 21888.15
"1522" 2200 10 29 30564.49
"1523" 2200 11 16 15171.78
"1524" 2200 12 20 21072.3
"1525" 2201 1 18 18009.21
"1526" 2201 2 16 15438.92
"1527" 2201 3 22 20559.5
"1528" 2201 4 16 15734.23
"1529" 2201 5 26 24303.66
"1530" 2201 6 25 21841.55
"1531" 2201 7 21 20608.38
"1532" 2201 8 25 25952.13
"1533" 2201 9 21 22415.36
"1534" 2201 10 24 23215.93
"1535" 2201 11 20 18861.81
"1536" 2201 12 29 29480.69
"1537" 2202 1 11 12779.94
"1538" 2202 2 20 21614.4
"1539" 2202 3 14 14178.15
"1540" 2202 4 20 20997.91
"1541" 2202 5 15 14332.16
"1542" 2202 6 20 20387.19
"1543" 2202 7 15 14380.82
"1544" 2202 8 20 20257.98
"1545" 2202 9 24 24675.56
"1546" 2202 10 25 24844.83
"1547" 2202 11 25 25978.64
"1548" 2202 12 28 26570.82
"1549" 2203 1 18 18604.8
"1550" 2203 2 14 14484.58
"1551" 2203 3 15 13532.88
"1552" 2203 4 17 17401.23
"1553" 2203 5 22 23053.58
"1554" 2203 6 20 19578.05
"1555" 2203 7 20 20734.66
"1556" 2203 8 26 23987.64
"1557" 2203 9 26 27606.16
"1558" 2203 10 20 20575.65
"1559" 2203 11 29 29335.27
"1560" 2203 12 18 18373.31
"1561" 2204 1 22 21362.27
"1562" 2204 2 18 16940.32
"1563" 2204 3 16 15340.35
"1564" 2204 4 20 19983.17
"1565" 2204 5 16 16150.23
"1566" 2204 6 30 29170.24
"1567" 2204 7 22 21039.21
"1568" 2204 8 24 23603.37
"1569" 2204 9 NA NA
"1570" 2204 10 25 24522.46
"1571" 2204 11 26 26708.3
"1572" 2204 12 40 39463.75
"1573" 2205 1 19 19363.74
"1574" 2205 2 14 14232.62
"1575" 2205 3 25 23515.09
"1576" 2205 4 25 23714.14
"1577" 2205 5 19 19223.71
"1578" 2205 6 26 25588.81
"1579" 2205 7 28 28661.64
"1580" 2205 8 27 26973.33
"1581" 2205 9 30 29227.46
"1582" 2205 10 30 29165.34
"1583" 2205 11 30 28788.27
"1584" 2205 12 27 24980.25
"1585" 2300 1 16 16435.26
"1586" 2300 2 11 11354.54
"1587" 2300 3 13 11806.89
"1588" 2300 4 16 17268.82
"1589" 2300 5 22 19783.79
"1590" 2300 6 12 12402.48
"1591" 2300 7 14 13173.73
"1592" 2300 8 21 22134.51
"1593" 2300 9 18 18031.65
"1594" 2300 10 24 25639.24
"1595" 2300 11 19 18429.99
"1596" 2300 12 19 19861.12
"1597" 2301 1 16 15929.93
"1598" 2301 2 15 16063.56
"1599" 2301 3 14 13882.59
"1600" 2301 4 16 15844.92
"1601" 2301 5 12 13165.42
"1602" 2301 6 20 21163.44
"1603" 2301 7 28 28999.92
"1604" 2301 8 21 20327.1
"1605" 2301 9 13 13821.51
"1606" 2301 10 25 25271.1
"1607" 2301 11 30 29486.61
"1608" 2301 12 18 17918.35
"1609" 2302 1 12 11360.97
"1610" 2302 2 11 10524.65
"1611" 2302 3 13 13199.64
"1612" 2302 4 14 13708.28
"1613" 2302 5 24 25131.96
"1614" 2302 6 15 15599.15
"1615" 2302 7 25 25398.73
"1616" 2302 8 19 18559.13
"1617" 2302 9 26 26556.4
"1618" 2302 10 27 26489.52
"1619" 2302 11 27 26890.33
"1620" 2302 12 27 26500.45
"1621" 2303 1 20 19390.29
"1622" 2303 2 20 19854.4
"1623" 2303 3 12 12346.67
"1624" 2303 4 23 23236.58
"1625" 2303 5 21 19133.21
"1626" 2303 6 28 28825.07
"1627" 2303 7 20 20363.07
"1628" 2303 8 26 24500.33
"1629" 2303 9 24 23228.88
"1630" 2303 10 27 27083.87
"1631" 2303 11 31 29886.32
"1632" 2303 12 32 30426.97
"1633" 2400 1 18 18033.09
"1634" 2400 2 17 17600.27
"1635" 2400 3 11 11421.9
"1636" 2400 4 7 7430.98
"1637" 2400 5 14 13510.6
"1638" 2400 6 20 21608.81
"1639" 2400 7 15 14648.02
"1640" 2400 8 18 18157.4
"1641" 2400 9 23 23343.99
"1642" 2400 10 17 16290.83
"1643" 2400 11 18 18578.05
"1644" 2400 12 21 21844.96
"1645" 2401 1 8 8693.43
"1646" 2401 2 15 14895.43
"1647" 2401 3 15 15222.46
"1648" 2401 4 15 14750.1
"1649" 2401 5 23 23722.01
"1650" 2401 6 21 21198.74
"1651" 2401 7 24 23616.32
"1652" 2401 8 13 12875.03
"1653" 2401 9 18 18555.34
"1654" 2401 10 20 18023.97
"1655" 2401 11 17 16459.61
"1656" 2401 12 22 21197.75
"1657" 2402 1 11 11539.79
"1658" 2402 2 15 16179.18
"1659" 2402 3 22 22933.77
"1660" 2402 4 13 12665.66
"1661" 2402 5 13 14595.28
"1662" 2402 6 18 16399.11
"1663" 2402 7 16 15097.66
"1664" 2402 8 16 15882.53
"1665" 2402 9 31 32024.49
"1666" 2402 10 22 22015.86
"1667" 2402 11 26 25548.28
"1668" 2402 12 29 30715.28
"1669" 2403 1 12 11462.38
"1670" 2403 2 14 14211.68
"1671" 2403 3 17 17464.44
"1672" 2403 4 21 20565.18
"1673" 2403 5 13 12562.7
"1674" 2403 6 20 20333.8
"1675" 2403 7 8 8290.23
"1676" 2403 8 NA NA
"1677" 2403 9 21 21549.49
"1678" 2403 10 12 12073.74
"1679" 2403 11 19 17905.88
"1680" 2403 12 17 16486.86
"1681" 2404 1 8 8940.56
"1682" 2404 2 15 14970.25
"1683" 2404 3 18 17552.95
"1684" 2404 4 26 23910.29
"1685" 2404 5 21 21843.99
"1686" 2404 6 21 20982.94
"1687" 2404 7 16 15630.31
"1688" 2404 8 23 22541.89
"1689" 2404 9 21 20183.71
"1690" 2404 10 19 20425.27
"1691" 2404 11 18 17998.48
"1692" 2404 12 21 20266.34
"1693" 2405 1 21 21369.36
"1694" 2405 2 16 14862.01
"1695" 2405 3 21 20811.23
"1696" 2405 4 24 23054.69
"1697" 2405 5 12 10467
"1698" 2405 6 17 16464.7
"1699" 2405 7 19 19186.13
"1700" 2405 8 32 29596.32
"1701" 2405 9 22 21203.93
"1702" 2405 10 28 28274.7
"1703" 2405 11 20 20619.85
"1704" 2405 12 32 31240.72
"1705" 2406 1 16 16568.2
"1706" 2406 2 24 23437.52
"1707" 2406 3 20 18600.94
"1708" 2406 4 23 22308.05
"1709" 2406 5 23 22118.47
"1710" 2406 6 22 21763.83
"1711" 2406 7 22 21265.63
"1712" 2406 8 25 24290.93
"1713" 2406 9 30 31396.26
"1714" 2406 10 28 25227.08
"1715" 2406 11 25 22916.87
"1716" 2406 12 34 31517.38
"1717" 2407 1 21 19872.76
"1718" 2407 2 13 12719.73
"1719" 2407 3 16 15353.37
"1720" 2407 4 15 13797.4
"1721" 2407 5 23 20406.37
"1722" 2407 6 19 17040.6
"1723" 2407 7 21 19391.77
"1724" 2407 8 19 18593.87
"1725" 2407 9 25 24852.16
"1726" 2407 10 23 20218.14
"1727" 2407 11 30 27707.94
"1728" 2407 12 43 40397.79
"1729" 2408 1 25 25508.93
"1730" 2408 2 19 17454.4
"1731" 2408 3 26 23230.64
"1732" 2408 4 16 13206.44
"1733" 2408 5 18 17039.28
"1734" 2408 6 25 23564.63
"1735" 2408 7 26 23539.87
"1736" 2408 8 30 27985.84
"1737" 2408 9 25 21770.71
"1738" 2408 10 24 22510.92
"1739" 2408 11 38 35243.65
"1740" 2408 12 33 28906.55
"1741" 2500 1 NA NA
"1742" 2500 2 NA NA
"1743" 2500 3 NA NA
"1744" 2500 4 NA NA
