LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;PAID;ID
10600;39061;50225;DebtCon;Other;15;0;0;77.11;0;12;32.587;1;1341
10600;61294;82646;DebtCon;ProfExe;5;0;4;87.86;2;13;36.395;0;1342
10600;46589;64559;HomeImp;Other;8;0;0;85.23;2;33;40.451;1;1343
10600;28264;86546;HomeImp;ProfExe;20;0;0;244.14;0;11;24.202;1;1344
10600;44696;57686;DebtCon;Office;0;0;0;170.34;0;20;37.793;1;1345
10600;61513;73143;DebtCon;ProfExe;2;0;0;164.57;2;34;43.205;1;1346
10600;82365;100272;DebtCon;ProfExe;3;1;0;122.48;0;26;33.652;1;1347
10600;81151;200459;HomeImp;Self;14;0;0;9.53;NA;7;21.223;1;1348
10600;62909;81411;HomeImp;Other;15;0;0;238.31;1;35;34.68;1;1349
10600;53200;71000;DebtCon;ProfExe;2;0;0;224.23;5;39;NA;0;1350
10600;22000;35200;DebtCon;Mgr;13;0;0;90.33;5;14;NA;0;1351
10600;56814;66692;DebtCon;Mgr;10;0;0;107.37;1;18;32.626;1;1352
10600;136820;201820;DebtCon;ProfExe;2;0;0;68.35;1;22;38.072;1;1353
10600;50662;62491;DebtCon;Other;0;0;0;197.71;1;13;26.252;1;1354
10600;43676;61576;DebtCon;Other;6;0;0;84.84;1;10;30.868;1;1355
10600;66590;77465;HomeImp;Other;1;1;0;110.77;0;6;39.736;1;1356
10600;46972;80147;HomeImp;Office;12;3;0;244.23;2;29;32.657;1;1357
10600;63245;82041;DebtCon;Office;3;1;3;184.57;3;29;38.219;1;1358
10600;73844;107640;HomeImp;ProfExe;3;0;0;92.98;0;34;37.319;1;1359
10600;120137;137090;DebtCon;ProfExe;17;NA;1;173.69;0;33;30.959;1;1360
10600;80397;203341;HomeImp;Self;14;0;0;11.96;NA;7;18.732;1;1361
10600;83217;101359;DebtCon;Mgr;1;0;0;54.75;2;24;40.76;1;1362
10600;27666;56218;HomeImp;Other;3;0;0;249.85;0;10;39.528;1;1363
10600;64546;84576;DebtCon;Other;0;NA;NA;173.63;NA;35;28.972;1;1364
10600;48018;68963;DebtCon;Mgr;2;0;0;186.76;1;16;30.656;1;1365
10600;56352;75277;DebtCon;Office;5;0;0;98.38;2;15;26.242;1;1366
10600;72022;82238;DebtCon;Office;5;1;2;181.77;3;30;39.594;1;1367
10600;58701;67967;DebtCon;Mgr;10;0;0;116.53;1;19;31.54;1;1368
10700;85198;107044;HomeImp;ProfExe;0;0;0;66.76;0;19;36.846;1;1369
10700;56197;79272;HomeImp;Other;18;0;0;218.98;1;16;34.015;1;1370
10700;126751;184554;DebtCon;Other;8;0;0;225.87;0;19;34.137;1;1371
10700;48322;64383;DebtCon;Other;0;1;0;185.26;2;12;28.031;1;1372
10700;83650;203720;HomeImp;Self;11;0;0;13.59;NA;8;19.588;1;1373
10700;124330;176350;DebtCon;Other;8;0;0;222.63;1;19;33.965;1;1374
10700;55341;78062;HomeImp;Other;3;0;1;192.6;0;12;28.829;1;1375
10700;55043;68609;DebtCon;Other;2;0;0;46.27;1;17;25.449;0;1376
10700;73996;92766;DebtCon;Office;15;0;1;102.15;0;9;25.384;1;1377
10700;59588;69166;HomeImp;Other;6;0;0;133.91;0;17;36.181;1;1378
10700;49573;68125;DebtCon;Other;2;0;0;223.2;0;10;NA;1;1379
10700;122000;148000;DebtCon;ProfExe;0.7;0;0;165.33;7;29;NA;0;1380
10700;34000;49756;HomeImp;Other;0.9;1;0;230.3;8;8;NA;0;1381
10700;67523;85560;DebtCon;Sales;5;0;0;126.84;0;35;26.002;1;1382
10700;41144;59375;DebtCon;Other;2;0;0;73.6;1;18;NA;0;1383
10700;50210;64838;HomeImp;Other;9;0;0;95.04;2;34;40.396;1;1384
10700;54091;67661;HomeImp;Other;27;0;2;188.53;0;24;38.589;1;1385
10700;147477;181050;HomeImp;Office;6;0;0;190.02;1;55;34.698;1;1386
10700;115118;124198;DebtCon;Self;6;1;0;174.34;0;19;31.758;1;1387
10700;110789;126781;DebtCon;Self;6;0;1;178.64;0;19;31.889;1;1388
10700;51224;70399;DebtCon;Mgr;5;NA;NA;110.68;NA;23;42.939;1;1389
10700;67065;96171;DebtCon;Office;9;0;0;205.01;3;28;41.587;1;1390
10700;29569;47842;DebtCon;Other;12;NA;1;144.82;7;28;36.785;1;1391
10800;199000;226000;HomeImp;ProfExe;11;0;0;236.37;0;22;NA;1;1392
10800;64305;107374;DebtCon;ProfExe;9;0;0;97.86;0;36;36.996;0;1393
10800;98568;121994;0;Office;15;0;0;270.27;0;16;33.658;1;1394
10800;32870;61572;DebtCon;Mgr;NA;NA;NA;NA;NA;NA;38.49;1;1395
10800;35602;73077;DebtCon;Self;NA;0;1;179.9;1;20;53.585;0;1396
10800;11950;46780;HomeImp;Office;24;0;0;268.9;0;20;NA;1;1397
10800;70214;83882;DebtCon;Office;4;1;2;172.8;3;30;38.589;1;1398
10800;49254;80527;HomeImp;Other;2;0;2;202.54;0;13;29.552;1;1399
10800;44355;57742;HomeImp;Other;20;0;1;129.73;0;22;38.043;1;1400
10800;125732;184667;DebtCon;Other;7;0;0;212.22;0;19;33.921;1;1401
10800;31149;67239;DebtCon;Mgr;NA;NA;NA;NA;NA;NA;35.265;1;1402
10800;80203;98731;DebtCon;Other;4;0;0;113.43;2;31;41.474;1;1403
10800;64181;70996;DebtCon;Other;4;0;0;171.76;2;17;33.228;1;1404
10800;57892;78900;DebtCon;ProfExe;15;0;3;329.17;1;14;NA;0;1405
10800;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;1;1406
10800;75000;87400;HomeImp;Other;7;1;0;101.47;2;19;NA;0;1407
10800;52600;66700;DebtCon;ProfExe;2;0;0;110.57;5;26;NA;0;1408
10800;75378;86060;DebtCon;Mgr;6;0;0;102.67;0;23;30.095;1;1409
10800;67740;108135;DebtCon;Office;11;0;0;163.27;1;12;38.383;1;1410
10800;194485;228670;HomeImp;ProfExe;1;0;0;75.46;NA;4;28.37;0;1411
10800;56477;94980;HomeImp;Other;17;0;0;179.92;0;28;25.211;1;1412
10800;78898;86567;DebtCon;ProfExe;9;0;0;179.83;0;12;40.292;1;1413
10800;59469;69834;DebtCon;Other;3;0;0;308.76;0;9;34.096;1;1414
10800;61791;78361;DebtCon;Office;5;0;0;94.52;2;15;28.089;1;1415
10800;24182;39750;DebtCon;ProfExe;2;0;0;176.83;0;36;NA;0;1416
10800;NA;49495;HomeImp;Mgr;5;NA;NA;141.17;NA;8;21.08;1;1417
10800;83441;92148;DebtCon;Mgr;5;0;0;119.15;1;26;40.979;1;1418
10800;49953;75322;DebtCon;Other;0;0;0;58.89;8;21;23.876;1;1419
10800;67171;82138;HomeImp;Other;2;0;0;89.12;0;6;38.803;1;1420
10800;13365;66979;HomeImp;Other;9;2;1;346.98;1;22;16.482;1;1421
10800;89139;122571;HomeImp;Other;8;NA;NA;NA;NA;NA;40.781;1;1422
10800;42191;57224;DebtCon;Other;15;0;0;68.81;0;11;30.518;1;1423
10800;61767;72668;DebtCon;ProfExe;15;0;0;228.99;3;32;37.914;1;1424
10900;86754;110000;DebtCon;ProfExe;13;0;2;103.43;0;19;NA;0;1425
10900;57494;66704;DebtCon;Mgr;6;NA;NA;115.31;NA;24;39.511;1;1426
10900;NA;76207;0;0;NA;NA;NA;NA;NA;NA;22.393;1;1427
10900;49406;83074;HomeImp;Other;1;0;1;191.82;0;13;30.125;1;1428
10900;22513;52355;HomeImp;Other;1;0;0;248.58;0;10;39.205;1;1429
10900;NA;16365;HomeImp;Other;NA;0;0;59.55;1;2;24.196;0;1430
10900;NA;66691;HomeImp;Other;NA;0;0;349.75;0;7;34.343;1;1431
10900;17282;70783;DebtCon;ProfExe;19;0;1;404.9;0;11;23.61;1;1432
10900;56793;68825;DebtCon;Other;3;0;0;225.89;0;9;34.728;1;1433
10900;25061;35792;DebtCon;Other;3;NA;NA;NA;NA;NA;37.105;1;1434
10900;51990;76918;HomeImp;Other;0;0;1;180.82;0;12;29.555;1;1435
10900;59029;76120;DebtCon;Other;2;0;0;231.73;0;10;36.026;1;1436
10900;116030;125179;DebtCon;Self;6;0;0;177.09;0;19;33.849;1;1437
10900;45028;61014;DebtCon;Other;10;0;0;72.49;0;23;35.668;1;1438
10900;49352;56529;DebtCon;Other;7;0;1;78.83;2;23;36.175;0;1439
11000;14046;34777;DebtCon;Other;5;0;0;256.63;0;11;22.448;1;1440
11000;88252;112567;DebtCon;Other;11;0;0;224.72;2;15;39.527;1;1441
11000;52602;61496;DebtCon;Other;13;0;0;107.34;0;22;37.699;1;1442
11000;60513;110485;DebtCon;Mgr;3;1;1;126.77;1;17;40.031;0;1443
11000;76958;88607;DebtCon;ProfExe;9;0;0;175.41;0;12;39.217;1;1444
11000;21738;86586;HomeImp;ProfExe;20;0;0;241.06;0;10;25.219;1;1445
11000;77929;102942;HomeImp;ProfExe;8;0;0;173.83;0;34;33.898;1;1446
11000;89275;108653;DebtCon;Other;15;0;0;206.9;2;15;37.743;1;1447
11000;57554;68222;DebtCon;ProfExe;14;0;0;215.43;3;32;36.569;1;1448
11000;21780;85505;HomeImp;ProfExe;19;0;0;240.68;0;10;24.404;1;1449
11000;63314;69285;DebtCon;ProfExe;15;0;0;244.02;3;32;36.543;1;1450
11000;48538;63805;DebtCon;Other;9;0;0;88.61;0;22;38.026;1;1451
11000;50716;61492;DebtCon;Other;3;0;1;90.23;0;20;38.256;1;1452
11000;77517;86214;HomeImp;ProfExe;2;2;0;352.38;0;28;28.03;0;1453
11000;56795;70014;DebtCon;Other;3;0;1;319.8;0;10;33.596;1;1454
11000;45000;63775;DebtCon;Other;14;0;0;173.17;0;18;NA;0;1455
11000;49000;66922;DebtCon;Other;11;0;2;91;3;32;NA;0;1456
11000;108095;137000;DebtCon;ProfExe;3;0;0;277;1;46;NA;1;1457
11000;15129;29375;DebtCon;Office;6;0;1;102.43;0;17;NA;1;1458
11000;74596;98000;HomeImp;ProfExe;6;0;0;108.53;1;27;NA;1;1459
11000;85149;106820;HomeImp;Mgr;10;0;0;240.43;0;25;NA;1;1460
11000;102000;120000;DebtCon;0;3;0;0;125.8;1;26;NA;1;1461
11000;63847;86500;HomeImp;Office;26;0;0;170.43;2;14;NA;1;1462
11000;54100;70438;DebtCon;Self;2;3;1;115.6;1;25;NA;0;1463
11000;66400;81500;DebtCon;Other;9.5;0;0;215.07;0;65;NA;0;1464
11000;63975;235000;HomeImp;ProfExe;4;5;0;123.77;1;17;NA;0;1465
11000;53700;68000;DebtCon;Mgr;6;0;0;101.5;0;13;NA;0;1466
11000;62227;81250;DebtCon;Office;9;0;5;123.77;3;34;NA;0;1467
11000;41000;63450;HomeImp;Other;2.9;NA;NA;NA;NA;NA;NA;0;1468
11000;122751;140000;DebtCon;Other;5;0;0;116.7;2;30;NA;0;1469
11000;85474;118125;HomeImp;Office;2.5;2;0;132.93;1;9;NA;0;1470
11000;131949;165096;HomeImp;ProfExe;5;0;0;440.42;0;42;26.905;1;1471
11000;116361;143318;DebtCon;ProfExe;15;NA;1;181.07;1;32;30.033;1;1472
11000;54641;65705;DebtCon;Other;5;0;0;323.19;0;10;33.3;1;1473
11000;85758;108661;HomeImp;Mgr;11;0;0;255.29;0;24;29.435;1;1474
11000;60123;74887;HomeImp;Other;3;0;1;242.25;2;16;37.68;1;1475
11000;43614;60831;DebtCon;Other;3;0;2;84.44;0;20;36.674;1;1476
11000;83639;98081;DebtCon;Other;10;0;0;155.37;4;22;42.54;1;1477
11000;50178;64427;DebtCon;Other;5;0;0;67.64;1;11;28.69;1;1478
11000;77723;107245;HomeImp;ProfExe;5;0;0;115.56;0;26;26.912;1;1479
11000;46093;60563;DebtCon;Mgr;4;0;0;190.48;1;21;29.578;1;1480
11000;85008;73223;HomeImp;Mgr;7;0;2;197.12;0;23;41.441;0;1481
11000;106762;123138;DebtCon;0;2;0;0;131.01;0;25;32.804;1;1482
11000;92521;110704;DebtCon;Other;13;0;0;208.9;2;16;39.25;1;1483
11000;49000;68000;HomeImp;Other;2;2;3;9.1;3;15;NA;0;1484
11000;NA;56851;HomeImp;Other;10;0;0;308.44;2;13;31.076;1;1485
11000;48893;113223;DebtCon;ProfExe;7;0;1;237.1;0;9;22.003;1;1486
11100;47689;52910;HomeImp;Mgr;21;1;1;224.48;1;18;34.947;1;1487
11100;59232;71157;DebtCon;Mgr;5;NA;NA;108.22;NA;24;40.092;1;1488
11100;NA;50262;HomeImp;Mgr;5;NA;NA;175.76;NA;8;22.957;1;1489
11100;52028;77316;HomeImp;Other;NA;0;2;194.48;1;12;30.798;0;1490
11100;79226;88112;DebtCon;ProfExe;10;0;1;179.65;1;12;40.671;1;1491
11100;72402;86584;DebtCon;Mgr;8;0;0;102.97;0;22;29.656;1;1492
11100;17430;68499;DebtCon;ProfExe;20;0;2;403.97;1;12;21.759;1;1493
11100;NA;26400;HomeImp;Other;8;0;0;NA;2;0;NA;0;1494
11100;82849;113913;HomeImp;ProfExe;10;0;1;167.36;0;27;35.763;1;1495
11100;27861;47737;HomeImp;Other;8;0;0;89.49;0;4;34.051;1;1496
11100;82329;100139;HomeImp;ProfExe;5;0;0;108.53;0;26;26.099;1;1497
11100;80922;95105;DebtCon;Other;3;0;0;90.88;2;31;38.121;1;1498
11100;NA;67005;HomeImp;Other;NA;0;0;364.38;0;7;36.675;1;1499
11100;68784;85464;0;ProfExe;2;0;0;118;0;14;36.044;0;1500
11100;52029;71376;HomeImp;Other;4;0;1;250.25;2;16;38.484;1;1501
11100;61856;77275;HomeImp;Other;4;0;1;243.71;1;16;36.564;1;1502
11100;105226;122901;DebtCon;0;3;0;0;113.69;1;26;33.897;1;1503
11100;53232;86703;HomeImp;Other;16;0;0;183.21;0;29;26.875;1;1504
11100;52900;91741;HomeImp;Other;NA;1;1;93.11;NA;8;40.761;0;1505
11100;75392;89976;DebtCon;ProfExe;9;0;0;163.7;1;12;39.272;1;1506
11100;31999;61406;0;Other;31;0;0;239.05;0;19;20.961;1;1507
11100;NA;NA;0;0;NA;NA;NA;NA;NA;NA;26.232;1;1508
11100;54496;71895;HomeImp;Other;6;0;0;125.77;0;16;35.507;1;1509
11100;56999;67427;HomeImp;Other;8;0;0;139.51;0;16;35.892;1;1510
11100;67366;102936;DebtCon;Other;9;0;0;213.28;0;20;19.079;1;1511
11100;35782;45550;HomeImp;Other;8;0;0;109.28;0;3;36.16;1;1512
11100;148235;182053;HomeImp;Office;4;0;0;198.81;0;55;33.539;1;1513
11100;48031;107561;DebtCon;ProfExe;5;0;1;226.78;0;9;24.19;1;1514
11100;43167;60209;DebtCon;Other;3;0;1;80.37;0;20;37.491;1;1515
11100;50350;58837;DebtCon;Other;6;0;0;80.84;0;10;28.793;1;1516
11200;32562;47220;DebtCon;Other;8;NA;1;151.29;7;29;38.019;1;1517
11200;66868;107794;DebtCon;Office;10;0;0;152.93;1;12;39.641;1;1518
11200;93649;113833;DebtCon;Other;13;0;0;205.12;3;16;39.126;1;1519
11200;29348;87351;HomeImp;ProfExe;20;0;0;224.39;0;11;26.13;1;1520
11200;44966;55114;DebtCon;Office;1;0;0;173.96;1;21;37.457;1;1521
11200;23181;80140;HomeImp;ProfExe;21;0;0;221.42;0;10;25.463;1;1522
11200;68890;84059;DebtCon;Office;12;0;0;254.02;3;36;41.434;1;1523
11200;17411;86102;DebtCon;Other;10;0;0;267.97;0;13;22.089;1;1524
11200;114000;139200;DebtCon;Mgr;5;0;0;213.57;1;36;NA;0;1525
11200;56842;66710;HomeImp;Other;6;0;0;144.8;0;17;33.886;1;1526
11200;56877;65125;HomeImp;Other;6;2;0;12.18;0;1;33.241;0;1527
11200;62752;73003;DebtCon;ProfExe;13;0;0;226.57;3;31;38.34;1;1528
11200;65508;103523;DebtCon;Office;12;0;0;154.43;0;12;37.575;1;1529
11200;153103;181849;HomeImp;Office;6;0;0;186.25;0;55;33.996;1;1530
11200;68990;81922;DebtCon;Mgr;12;0;1;120.89;2;23;43.16;0;1531
11200;NA;48150;HomeImp;Mgr;3;NA;NA;165.77;NA;9;22.302;1;1532
11200;19496;73140;DebtCon;ProfExe;20;0;1;399.24;1;12;23.375;1;1533
11300;57377;75038;DebtCon;Office;4;0;0;91.22;1;15;25.14;1;1534
11300;124205;196124;HomeImp;Office;0;0;1;332.72;0;15;40.12;1;1535
11300;64437;79857;DebtCon;Office;5;0;0;88.79;2;14;27.899;1;1536
11300;61810;79817;DebtCon;Office;6;0;0;98.22;1;14;25.525;1;1537
11300;NA;66345;HomeImp;Other;NA;0;0;357.14;0;6;34.602;1;1538
11300;62168;80681;DebtCon;Sales;6;0;0;117.38;0;34;27.695;1;1539
11300;56651;71353;HomeImp;Other;29;1;2;176.91;1;24;38.544;1;1540
11300;46120;52911;HomeImp;Mgr;19;0;0;229.44;1;17;36.335;1;1541
11300;77926;89216;DebtCon;Mgr;6;0;0;146.81;2;26;39.467;1;1542
11300;129489;195105;HomeImp;Office;0;0;1;356.31;0;16;41.634;1;1543
11300;54984;63958;DebtCon;Mgr;4;0;0;190.92;1;16;28.087;1;1544
11300;40752;53683;HomeImp;Other;22;0;1;129.76;0;23;38.426;1;1545
11300;NA;28600;HomeImp;Office;20;0;0;190.03;0;15;39.009;1;1546
11300;29000;59900;HomeImp;Mgr;3;1;0;91.63;4;11;NA;0;1547
11300;56602;71500;DebtCon;Office;11;2;1;52.8;12;20;NA;0;1548
11300;66814;82021;DebtCon;Office;4;2;3;173.71;3;29;38.557;1;1549
11300;16115;69113;DebtCon;ProfExe;22;0;2;403.51;0;12;22.168;1;1550
11300;77846;101984;HomeImp;ProfExe;5;0;0;112.38;1;27;28.299;1;1551
11300;114392;214523;HomeImp;ProfExe;2;0;0;132.1;1;15;26.252;1;1552
11300;62568;79009;HomeImp;Office;4;0;3;295.33;0;19;28.6;0;1553
11300;NA;NA;HomeImp;Other;NA;NA;NA;NA;NA;NA;NA;0;1554
11300;78902;100332;DebtCon;ProfExe;4;0;0;117;0;26;34.683;1;1555
11300;NA;73121;0;0;NA;NA;NA;NA;NA;NA;22.577;1;1556
11300;74783;100909;HomeImp;ProfExe;5;0;0;85.66;0;34;35.948;1;1557
11400;NA;29374;HomeImp;Office;20;0;0;207.93;1;15;38.955;1;1558
11400;NA;38246;HomeImp;Other;NA;NA;0;88.89;0;10;37.658;1;1559
11400;75705;90727;DebtCon;Mgr;5;0;0;143.1;2;27;42.17;1;1560
11400;66491;89553;DebtCon;0;4;0;0;212.78;0;16;31.12;1;1561
11400;55965;78051;DebtCon;Office;6;0;0;96.29;2;14;27.173;1;1562
11400;59813;72873;DebtCon;ProfExe;13;0;0;234.33;4;31;39.351;1;1563
11400;125486;195284;HomeImp;Office;0;0;0;354.29;0;15;38.143;1;1564
11400;43530;56600;HomeImp;Other;21;0;0;114.98;0;23;39.482;1;1565
11400;56789;74016;HomeImp;Other;7;0;0;127.63;0;16;33.027;1;1566
11400;51203;60716;DebtCon;Other;2;0;0;99.1;0;20;38.235;1;1567
11400;NA;44849;HomeImp;Mgr;6;NA;NA;163.27;NA;9;23.481;1;1568
11400;NA;27439;HomeImp;0;27;0;0;208.18;0;5;23.83;1;1569
11400;28043;87684;HomeImp;ProfExe;20;1;1;229.18;0;10;25.49;1;1570
11400;84380;202186;HomeImp;Self;13;0;0;34.91;NA;7;18.84;1;1571
11400;112930;144830;DebtCon;ProfExe;2;0;0;271.24;1;46;33.251;1;1572
11400;84278;200480;HomeImp;Self;14;0;0;4.41;NA;8;19.112;1;1573
11400;64934;74875;DebtCon;Other;3;0;0;192.31;2;16;34.344;1;1574
11400;50166;61395;DebtCon;Other;1;0;0;188.89;1;12;26.95;1;1575
11400;52068;80643;HomeImp;Other;2;0;2;199.09;0;13;29.462;1;1576
11500;56720;82738;HomeImp;Other;17;0;0;200.42;0;16;34.02;1;1577
11500;104790;122169;0;Office;16;1;0;266.12;0;16;34.082;1;1578
11500;53651;87547;HomeImp;Other;18;0;0;191.4;0;16;34.369;1;1579
11500;116430;215014;HomeImp;ProfExe;3;0;0;132.09;0;14;26.865;1;1580
11500;43945;63337;DebtCon;Mgr;2;0;1;193.74;0;21;27.623;1;1581
11500;53151;71645;HomeImp;Other;7;0;0;135.8;0;16;35.852;1;1582
11500;70409;89099;DebtCon;ProfExe;9;0;0;169.4;0;11;40.174;1;1583
11500;61264;75647;DebtCon;Office;11;0;0;262.89;3;36;39.548;1;1584
11500;44097;58336;DebtCon;Office;0;0;0;173.32;0;20;38.192;1;1585
11500;77143;86862;DebtCon;ProfExe;8;0;1;164.6;1;12;39.45;1;1586
11500;21096;38952;DebtCon;Office;13;0;0;129.7;0;5;NA;0;1587
11500;47597.57;75937.5;DebtCon;Other;13.5;0;0;89.4;0;7;NA;0;1588
11500;67000;83000;DebtCon;ProfExe;4;NA;NA;NA;NA;NA;NA;0;1589
11500;62000;83000;DebtCon;0;0;5;1;177.57;2;34;NA;0;1590
11500;64371;73636;DebtCon;ProfExe;2;0;0;162.12;1;35;39.791;1;1591
11500;63136;81099;DebtCon;Other;3;NA;NA;149.06;NA;35;28.976;1;1592
11500;29281;37717;HomeImp;Mgr;15;0;0;61.92;0;9;30.702;1;1593
11500;104610;118861;DebtCon;Other;18;0;1;203.7;1;16;37.597;1;1594
11500;NA;64037;HomeImp;Other;NA;0;0;354.17;0;7;34.356;1;1595
11500;59781;69864;DebtCon;Other;4;0;1;312.55;0;9;31.182;1;1596
11500;22758;36922;DebtCon;Office;7;0;1;103.05;0;16;19.02;1;1597
11600;82326;94599;DebtCon;Other;0;4;0;NA;0;3;29.894;1;1598
11600;64143;78851;DebtCon;Office;6;0;3;201.37;3;29;35.796;1;1599
11600;92613;108515;DebtCon;Other;11;0;0;206.82;3;16;39.111;1;1600
11600;44623;NA;HomeImp;ProfExe;13;6;2;178.09;0;29;21.335;0;1601
11600;57939;69774;DebtCon;Mgr;5;0;0;91.99;0;12;72.264;0;1602
11600;50433;107092;DebtCon;ProfExe;5;0;1;225.18;0;9;24.953;1;1603
11600;89205;128462;DebtCon;Office;10;0;0;128.12;0;21;37.523;1;1604
11600;22635;33353;DebtCon;Office;6;0;0;85.57;0;16;19.224;1;1605
11600;35865;50000;DebtCon;Other;NA;0;0;78.13;0;15;NA;1;1606
11600;57200;72500;DebtCon;Other;5;0;0;34.47;4;15;NA;0;1607
11600;45917;60000;DebtCon;Other;10;0;1;304.37;3;27;NA;0;1608
11600;96882;118914;DebtCon;ProfExe;13;0;0;176.22;2;17;34.758;1;1609
11600;28654;47042;DebtCon;Other;10;NA;0;158.08;7;29;38.478;1;1610
11600;36357;56514;0;Other;31;0;0;237.82;0;19;20.182;1;1611
11600;33379;51821;0;Other;31;0;0;247.12;0;19;23.661;1;1612
11600;64510;71105;DebtCon;ProfExe;5;0;0;150.26;1;34;43.239;1;1613
11600;57436;72460;0;Other;11;0;0;255.13;0;27;28.946;1;1614
11600;129432;198705;HomeImp;Office;0;0;0;341.05;0;16;39.963;1;1615
11600;73079;101219;HomeImp;ProfExe;7;0;0;152.25;0;33;34.25;1;1616
11600;NA;36474;HomeImp;Other;NA;NA;1;93.73;0;10;37.203;1;1617
11700;42151;58947;HomeImp;Other;22;0;0;122.03;0;23;40.083;1;1618
11700;NA;67940;HomeImp;Mgr;3;3;4;204.03;1;38;NA;0;1619
11700;78789;91342;DebtCon;Mgr;5;0;0;128.36;2;27;41.953;1;1620
11700;47072;85090;HomeImp;Other;18;0;0;192.25;0;16;35.065;1;1621
11700;95411;117927;DebtCon;ProfExe;14;0;0;177.93;1;17;34.491;1;1622
11700;54085;68239;HomeImp;Other;2;1;2;8.06;3;15;32.013;0;1623
11700;51600;72399;HomeImp;Other;15;0;1;125.36;4;20;NA;0;1624
11700;52650;63646;DebtCon;Other;0;1;0;194.76;1;13;27.611;1;1625
11700;59932;80313;HomeImp;Office;14;0;0;238.49;0;32;44.475;1;1626
11700;40266;59097;DebtCon;Other;NA;0;0;75;0;15;39.497;1;1627
11700;NA;69125;0;0;NA;NA;NA;NA;NA;NA;23.767;1;1628
11700;84863;91737;DebtCon;Other;0;4;0;NA;0;4;30.331;1;1629
11700;63724;82252;DebtCon;Office;13;0;0;233.25;3;37;40.075;1;1630
11700;59506;85000;DebtCon;Other;3;0;0;37.57;2;4;NA;1;1631
11700;69100;85000;DebtCon;Mgr;3.8;3;0;80.1;0;22;NA;0;1632
11700;62400;78000;DebtCon;Office;20;0;0;216.07;2;24;NA;0;1633
11700;63914;93707;DebtCon;Other;7;3;0;162.58;2;51;69.481;0;1634
11700;37093;62116;DebtCon;Mgr;NA;NA;NA;NA;NA;NA;37.011;1;1635
11700;74783;86227;DebtCon;Mgr;7;0;0;116.76;0;23;28.019;1;1636
11700;64278;76055;0;Other;12;0;0;245.3;0;26;28.44;1;1637
11700;15163;74500;DebtCon;ProfExe;19;0;2;378.83;1;11;20.091;1;1638
11700;56441;86987;HomeImp;Other;17;0;0;198.03;0;16;33.931;1;1639
11700;78157;103016;DebtCon;Mgr;1;0;0;69.81;2;24;38.448;1;1640
11700;55119;67931;DebtCon;Mgr;4;0;0;199.41;2;16;27.616;1;1641
11700;56990;83334;HomeImp;Other;4;0;2;177.43;0;13;30.999;1;1642
11700;101520;110617;DebtCon;Other;18;0;2;198.54;1;16;38.721;1;1643
11700;96532;107600;DebtCon;Other;12;0;0;214.87;2;15;40.287;1;1644
11700;68059;86216;DebtCon;Other;3;NA;NA;175.66;NA;35;30.254;1;1645
11800;74512;93328;HomeImp;Office;4;5;0;117.92;NA;16;58.296;0;1646
11800;118053;125325;DebtCon;Self;5;0;0;181.17;0;18;33.2;1;1647
11800;52104;61618;DebtCon;Office;0;0;0;160.75;0;21;37.13;1;1648
11800;79131;102263;HomeImp;ProfExe;5;0;0;105.25;0;34;36.071;1;1649
11800;67678;108092;HomeImp;ProfExe;13;0;7;126.66;0;36;37.163;0;1650
11800;NA;65769;HomeImp;Other;NA;0;0;357.33;0;7;34.327;1;1651
11800;21813;30436;DebtCon;Office;5;0;1;104.01;0;16;19.408;1;1652
11800;44944;57132;DebtCon;Other;NA;0;0;74.16;0;14;42.812;1;1653
11800;57760;65535;DebtCon;Mgr;11;0;0;108.47;1;18;32.783;1;1654
11800;65062;78004;HomeImp;Office;12;0;0;251.14;0;31;43.372;1;1655
11800;67336;82218;DebtCon;Office;12;0;0;255.31;3;36;40.878;1;1656
11800;86785;125552;DebtCon;Office;11;0;0;148.18;1;22;37.884;1;1657
11800;116742;137385;DebtCon;ProfExe;15;NA;1;170.54;1;33;30.785;1;1658
11800;38825;51984;DebtCon;Other;NA;0;0;82.53;0;14;40.883;1;1659
11800;32257;59515;DebtCon;Office;23;0;0;231.6;0;29;25.701;1;1660
11800;NA;51246;HomeImp;Other;11;0;0;305.57;2;13;32.5;1;1661
11800;65012;91614;HomeImp;Office;26;0;0;171.89;2;13;42.489;1;1662
11800;53596;69786;DebtCon;Mgr;5;NA;NA;126.79;NA;24;41.048;1;1663
11800;98877;110250;DebtCon;Other;18;0;2;195.86;1;16;36.872;1;1664
11800;112146;140781;DebtCon;ProfExe;14;NA;0;170.7;0;32;29.942;1;1665
11900;44600;63800;DebtCon;Other;9;0;0;243.5;0;18;NA;1;1666
11900;54867;79000;HomeImp;Mgr;1;0;0;182.6;2;23;NA;0;1667
11900;44142;54299;HomeImp;Other;22;0;0;123.47;0;22;37.155;1;1668
11900;56443;86913;DebtCon;Office;12;0;0;119.86;0;24;38.862;1;1669
11900;85486;109386;HomeImp;ProfExe;11;0;1;175.54;0;28;33.671;1;1670
11900;108763;128780;DebtCon;Office;8;0;0;60.38;3;21;49.418;0;1671
11900;56792;64130;DebtCon;Mgr;13;0;0;118.61;1;18;32.666;1;1672
